,state_code,county,year,TSO4,TNH4,CA,MG,NA,K,CL,NSO4,NHNO3,WSO2,WNO3,total_SO2,total_NO3,latitude,longitude
365,GA,Pike,2013,102.3034,20.3551,5.7672,2.0223,11.3,3.9668,4.1389,26.1799,45.6108,32.7232,,50.1849,65.2404,33.181173,-84.410054
366,GA,Pike,2014,93.6988,18.3191,7.0549,1.7731,7.9963,3.7798,2.6675,19.5882,43.4679,34.8633,,47.9285,61.0962,33.181173,-84.410054
367,GA,Pike,2015,74.3743,22.355,6.2394,1.9166,9.4858,4.7239,4.3819,15.0748,41.186,23.8353,,33.8903,62.8859,33.181173,-84.410054
368,GA,Pike,2016,59.9895,23.18,6.9658,2.1204,11.0728,3.4769,5.2533,13.8572,41.6053,22.566,,31.8087,64.1237,33.181173,-84.410054
369,GA,Pike,2017,60.3025,21.7057,6.3073,2.0853,11.5885,3.8278,6.173,10.8824,35.0453,19.2173,,26.4758,56.1936,33.181173,-84.410054
370,GA,Pike,2018,44.3363,19.358,5.1439,1.7344,8.9197,3.9085,4.2244,7.7957,27.0911,10.7971,,15.9974,46.0186,33.181173,-84.410054
371,HI,Hawaii,2000,103.8148,6.5373,1.9774,3.04,23.8712,2.1157,,32.6762,5.2453,1171.8451,7.332,1193.6406,11.6997,19.4197,-155.24
372,HI,Hawaii,2001,97.3601,4.8541,2.0851,2.9076,23.2073,1.5565,,20.7475,4.5415,1132.3677,6.01,1146.206,9.3226,19.4197,-155.24
373,HI,Hawaii,2002,99.9304,4.9685,2.3475,3.1531,25.0179,1.8581,,39.1522,5.6136,1478.9985,0.958,1505.1132,10.493,19.4197,-155.24
374,HI,Hawaii,2003,122.0335,5.2334,2.0302,3.21,24.737,1.9377,7.704,38.7693,5.9564,2026.8689,,2052.7275,11.0949,19.4197,-155.24
375,HI,Hawaii,2004,49.3364,1.6326,0.8697,1.1265,8.5153,0.6724,5.4386,25.7261,2.4191,725.0569,,742.2162,4.013,19.4197,-155.24
376,ID,Idaho,2015,0.172,0.2751,0.0265,0.0058,0.013,0.0552,0.015,0.03,0.1851,0.0635,,0.0835,0.4572,46.2756,-116.0216
377,ID,Idaho,2016,14.0582,6.4722,2.761,0.6538,1.7832,3.6803,1.2288,2.9148,12.7399,8.7809,,10.7246,19.0099,46.2756,-116.0216
378,ID,Idaho,2017,12.762,5.6103,2.8151,0.5573,1.0709,2.6964,0.7397,2.6747,13.1226,7.6887,,9.4726,18.5244,46.2756,-116.0216
379,ID,Idaho,2018,11.0398,5.2199,2.8303,0.6422,1.3754,2.3117,0.7649,2.246,10.2382,4.2116,,5.7099,15.2953,46.2756,-116.0216
380,IL,Champaign,2000,209.4743,136.7282,23.1122,4.1644,5.1795,4.7482,,32.9968,113.9709,319.8607,44.9331,341.8691,247.9245,40.051981,-88.372495
381,IL,Champaign,2001,208.331,153.8959,23.6471,4.1854,6.2161,3.6367,,18.3497,101.9631,256.6046,46.2403,265.4439,253.0355,40.051981,-88.372495
382,IL,Champaign,2002,221.0815,143.6299,28.7707,4.9126,4.2373,3.7416,,45.4422,110.8331,227.7311,6.1739,258.0418,252.701,40.051981,-88.372495
383,IL,Champaign,2003,200.0844,130.8048,25.413,4.3546,4.451,4.1579,1.8791,47.5734,113.2361,248.9171,,280.6481,242.2408,40.051981,-88.372495
384,IL,Champaign,2004,183.0067,121.448,23.2862,4.0239,4.86,3.7177,3.9334,50.5984,90.3819,253.7699,,287.5189,210.3928,40.051981,-88.372495
385,IL,Champaign,2005,241.5177,132.4308,26.9918,4.4399,4.4357,3.8221,4.0848,52.7717,109.3406,255.6246,,290.8239,240.0329,40.051981,-88.372495
386,IL,Champaign,2006,163.1109,107.0624,25.6072,4.6895,3.2509,3.5599,3.5174,43.426,73.6288,175.3072,,204.2724,179.5212,40.051981,-88.372495
387,IL,Champaign,2007,168.8451,99.4142,26.6731,4.489,3.9064,4.3811,3.0946,62.4492,87.7878,162.6741,,204.3275,185.8067,40.051981,-88.372495
388,IL,Champaign,2008,155.1493,110.4157,23.1738,4.0165,5.3853,3.9346,4.5551,52.3407,73.0493,172.7622,,207.6736,182.3032,40.051981,-88.372495
389,IL,Champaign,2009,146.3596,107.2562,24.2985,3.9919,3.8992,4.3601,4.1124,39.8594,61.2222,112.868,,139.4539,167.5052,40.051981,-88.372495
390,IL,Champaign,2010,137.0713,132.8963,31.8344,4.7107,4.5725,4.7397,4.1299,39.0856,62.1171,126.3719,,152.4419,194.0255,40.051981,-88.372495
391,IL,Champaign,2011,141.515,106.0538,28.5097,4.8766,4.8168,3.9835,3.9315,46.6558,68.0417,105.3627,,136.4817,173.0137,40.051981,-88.372495
392,IL,Champaign,2012,107.8464,100.5217,31.0318,5.3667,4.0195,3.6337,3.4471,40.3155,60.9577,81.6994,,108.5894,160.5101,40.051981,-88.372495
393,IL,Champaign,2013,120.9811,101.2245,27.3398,5.462,4.4454,3.5964,4.1899,48.0459,55.9142,76.0152,,108.062,156.25,40.051981,-88.372495
394,IL,Champaign,2014,111.5942,109.8346,27.0502,5.0691,5.0105,3.6306,4.5219,40.8158,49.4151,84.4899,,111.7142,158.4641,40.051981,-88.372495
395,IL,Champaign,2015,85.15,79.6113,24.0899,4.1238,4.3905,3.3276,4.1552,37.1107,47.911,50.6347,,75.388,126.7602,40.051981,-88.372495
396,IL,Champaign,2016,73.6499,79.0313,22.3906,3.5435,3.0888,3.3804,3.1824,27.3815,50.9913,29.9392,,48.2025,129.2122,40.051981,-88.372495
397,IL,Champaign,2017,69.3793,76.7228,28.4798,4.695,3.7605,3.6418,3.47,21.8909,47.7963,30.9324,,45.5334,123.7594,40.051981,-88.372495
398,IL,Champaign,2018,53.6991,63.4323,20.0065,3.6557,3.5295,3.3499,3.1243,16.118,41.0764,19.3429,,30.0931,103.8554,40.051981,-88.372495
399,IL,Jo Daviess,2000,169.0421,180.3048,31.4472,8.8375,4.0734,4.0271,,29.6059,72.1183,181.3169,29.7466,201.0637,251.2763,42.287216,-89.99995
400,IL,Jo Daviess,2001,104.0082,176.8467,23.1815,5.2873,4.9209,2.8688,,11.4632,33.8555,130.1564,17.9702,137.8022,210.1633,42.287216,-89.99995
401,IL,Jo Daviess,2002,131.3429,159.439,34.5541,8.1235,3.6848,3.2108,,34.4276,55.7161,109.4918,3.5593,132.4551,214.2693,42.287216,-89.99995
402,IL,Jo Daviess,2003,153.6466,166.3896,33.4966,9.5481,4.2512,3.8428,1.8941,40.4903,72.7449,140.7644,,167.7705,237.9783,42.287216,-89.99995
403,IL,Jo Daviess,2004,137.4409,156.3792,28.4211,8.3288,3.8979,3.5781,4.5458,41.3986,55.1367,139.43,,167.0426,210.6398,42.287216,-89.99995
404,IL,Jo Daviess,2005,172.4738,170.9493,32.1242,9.1839,3.9087,3.6629,4.8797,47.8865,70.9846,155.9691,,187.2385,240.8056,42.287216,-89.99995
405,IL,Jo Daviess,2006,118.5453,128.9395,26.4341,6.7812,2.6429,3.0775,3.5637,38.222,45.3098,109.5187,,135.0127,173.5286,42.287216,-89.99995
406,IL,Jo Daviess,2007,130.1298,146.453,31.1328,8.1031,4.3238,3.6873,5.2342,53.8502,50.5838,101.6295,,137.5474,196.232,42.287216,-89.99995
407,IL,Jo Daviess,2008,121.0295,140.5843,25.3892,7.2052,6.9158,3.9921,6.0347,42.942,45.0802,91.2294,,119.8716,184.9481,42.287216,-89.99995
408,IL,Jo Daviess,2009,113.5922,129.3875,23.8274,6.8688,3.5871,4.2446,4.5283,32.9577,44.0416,64.4489,,86.432,172.7289,42.287216,-89.99995
409,IL,Jo Daviess,2010,103.9158,140.2991,31.2501,8.4266,3.7638,4.2884,4.9211,32.3907,39.8561,64.4753,,86.0798,179.5217,42.287216,-89.99995
410,IL,Jo Daviess,2011,100.4349,116.4525,30.5196,8.3722,3.6614,3.5263,4.2149,36.028,41.2171,47.8307,,71.8617,157.014,42.287216,-89.99995
411,IL,Jo Daviess,2012,89.934,113.3484,37.0625,9.4552,3.5897,3.9448,3.6883,32.4593,47.1019,42.8954,,64.5457,159.7009,42.287216,-89.99995
412,IL,Jo Daviess,2013,91.8975,108.8069,34.6036,8.8877,4.2963,3.4967,5.253,35.977,40.1537,37.7912,,61.7872,148.3218,42.287216,-89.99995
413,IL,Jo Daviess,2014,85.6104,111.5385,31.0208,8.2877,4.3507,3.3733,4.8165,28.9614,39.2054,38.4331,,57.75,150.1207,42.287216,-89.99995
414,IL,Jo Daviess,2015,66.2889,92.4045,27.6775,7.1431,3.7696,3.02,4.5941,23.8746,35.6223,31.4699,,47.3942,127.4601,42.287216,-89.99995
415,IL,Jo Daviess,2016,59.6407,93.2514,30.4265,7.9446,2.9315,3.6733,3.5388,20.8812,38.7213,24.7578,,38.6855,131.3575,42.287216,-89.99995
416,IL,Jo Daviess,2017,50.1645,77.5377,37.0039,8.64,3.0834,3.8056,3.725,14.2886,34.805,25.0532,,34.5834,111.79,42.287216,-89.99995
417,IL,Jo Daviess,2018,36.1131,63.2203,18.8685,5.144,2.9036,3.0715,2.9849,9.5962,22.2774,11.6327,,18.0337,85.1436,42.287216,-89.99995
418,IL,Madison,2000,216.7906,150.1108,27.9086,3.5987,5.758,5.1675,,30.6139,99.1087,309.5767,44.3359,326.8009,247.6435,38.869001,-89.622815
419,IL,Madison,2001,203.2941,147.7179,30.8734,3.7927,7.235,4.6564,,18.2981,84.355,276.1923,45.4187,288.3971,230.7321,38.869001,-89.622815
420,IL,Madison,2002,235.8629,141.205,32.3069,3.9642,5.7552,4.486,,47.7765,102.8928,257.4509,5.3122,289.318,242.4619,38.869001,-89.622815
421,IL,Madison,2003,198.3653,125.419,28.4692,3.5901,4.6514,4.3369,1.4297,47.3844,90.3072,225.2141,,256.8188,214.2905,38.869001,-89.622815
422,IL,Madison,2004,177.0055,121.2051,28.0009,3.6613,5.4563,4.5285,3.7028,50.0492,74.9519,245.6578,,279.0405,194.9651,38.869001,-89.622815
423,IL,Madison,2005,244.0663,122.3627,30.9733,3.7379,3.854,4.3208,3.3309,49.7522,92.6846,231.7282,,264.913,213.5734,38.869001,-89.622815
424,IL,Madison,2006,167.1489,94.8448,26.1582,3.258,4.337,3.8037,3.2207,43.0538,67.8328,168.029,,196.7457,161.5981,38.869001,-89.622815
425,IL,Madison,2007,182.222,107.797,32.2994,4.0773,5.3755,4.7678,3.4654,61.9386,78.519,171.7607,,213.074,185.068,38.869001,-89.622815
426,IL,Madison,2008,153.009,98.8192,26.2856,3.1334,5.1241,4.1011,3.8066,47.5052,58.0184,145.4947,,177.1808,155.9153,38.869001,-89.622815
427,IL,Madison,2009,142.5323,89.3812,23.3285,3.0182,4.296,4.7429,3.7678,38.2606,50.3121,104.3593,,129.8788,138.8934,38.869001,-89.622815
428,IL,Madison,2010,134.9665,111.2191,29.5952,3.5166,4.7805,6.1983,3.7612,37.9122,54.5882,116.8857,,142.1724,164.9386,38.869001,-89.622815
429,IL,Madison,2011,136.0223,93.3719,28.2492,3.5022,5.6766,4.4343,4.1704,43.4497,60.8088,89.9194,,118.9001,153.2134,38.869001,-89.622815
430,IL,Madison,2012,112.0771,91.1096,31.7938,4.0018,4.6366,4.3637,3.2217,39.5054,60.5199,68.1722,,94.5222,150.6671,38.869001,-89.622815
431,IL,Madison,2013,117.6539,92.4122,26.6316,3.2917,5.1405,4.1563,4.3888,42.2228,49.7652,60.2669,,88.4293,141.3857,38.869001,-89.622815
432,IL,Madison,2014,112.2457,101.4006,27.8435,3.3383,5.3755,4.0483,3.9498,34.4897,44.2717,61.3921,,84.3964,144.968,38.869001,-89.622815
433,IL,Madison,2015,91.6844,73.7108,25.769,3.0954,4.7777,3.9303,3.878,36.2709,45.9371,46.4031,,70.5963,118.9175,38.869001,-89.622815
434,IL,Madison,2016,73.0239,63.7882,23.491,2.7737,4.4419,3.6139,3.2986,28.3363,43.8504,34.4621,,53.3628,106.9412,38.869001,-89.622815
435,IL,Madison,2017,63.6567,59.2467,29.8087,3.3536,3.8208,3.7075,3.1981,20.2162,39.0386,31.7356,,45.2197,97.6647,38.869001,-89.622815
436,IL,Madison,2018,56.313,57.551,21.858,2.8798,3.9175,3.6529,3.0454,17.3725,36.6397,23.5392,,35.1264,93.6083,38.869001,-89.622815
437,IN,Knox,2000,252.9224,135.6181,42.9051,5.1373,5.9772,5.0373,,35.613,108.8764,543.462,53.0327,567.2162,242.7632,38.740792,-87.484923
438,IN,Knox,2001,248.7406,135.4721,49.6227,4.943,6.7796,4.5873,,20.8063,96.3836,510.0299,57.9915,509.9632,230.3234,38.740792,-87.484923
439,IN,Knox,2002,270.7872,131.0819,48.5362,5.3944,5.6902,4.6834,,52.8924,117.8156,500.7079,7.3189,535.9867,247.024,38.740792,-87.484923
440,IN,Knox,2003,246.0495,115.9668,39.4787,4.6914,4.9319,4.7827,1.2532,55.4002,106.9276,497.2043,,534.1565,221.1942,38.740792,-87.484923
441,IN,Knox,2004,221.097,110.6989,48.399,4.8528,5.8618,4.4564,3.9678,59.8817,81.2812,467.7605,,507.7014,190.6877,38.740792,-87.484923
442,IN,Knox,2005,284.327,120.2261,50.3247,4.4355,4.514,4.5716,3.6991,57.6471,94.8291,466.6267,,505.0776,213.5468,38.740792,-87.484923
443,IN,Knox,2006,241.8884,108.0543,58.2932,4.8182,5.112,4.734,4.0351,56.9949,77.1148,436.5767,,474.5927,183.9429,38.740792,-87.484923
444,IN,Knox,2007,236.1541,120.1114,88.1627,5.3912,6.185,5.4769,3.9205,67.9351,77.9048,305.7596,,351.0725,196.777,38.740792,-87.484923
445,IN,Knox,2008,197.0163,103.5812,47.3441,4.1991,6.1186,4.9051,4.217,56.9374,75.2323,272.0285,,310.0062,177.6181,38.740792,-87.484923
446,IN,Knox,2009,184.9003,103.6162,44.9101,3.8208,5.1141,5.9512,4.0279,46.7016,62.3292,210.4715,,241.6213,164.9545,38.740792,-87.484923
447,IN,Knox,2010,174.9146,124.1082,58.179,4.479,5.8331,5.9983,4.1889,48.1067,61.765,219.6562,,251.7434,184.8913,38.740792,-87.484923
448,IN,Knox,2011,174.0627,97.5582,45.8006,4.0758,6.2644,4.7097,4.3222,54.8527,67.0518,183.0385,,219.6254,163.5435,38.740792,-87.484923
449,IN,Knox,2012,132.4034,90.9359,55.0576,4.4447,5.1041,4.5934,3.6179,48.5923,62.4265,119.2626,,151.6729,152.3699,38.740792,-87.484923
450,IN,Knox,2013,139.3735,92.4752,42.5902,3.6511,5.1321,4.5102,4.1755,54.0089,51.9121,119.7892,,155.8136,143.5623,38.740792,-87.484923
451,IN,Knox,2014,134.0919,96.5591,38.5681,3.7116,5.6212,4.2266,4.079,46.9093,48.416,146.4364,,177.7248,144.205,38.740792,-87.484923
452,IN,Knox,2015,106.4484,72.6091,40.6166,3.5009,5.5385,4.0955,3.9715,47.1446,50.232,92.0573,,123.5031,122.0425,38.740792,-87.484923
453,IN,Knox,2016,85.658,66.8516,43.9092,3.2413,4.42,4.0126,3.0954,38.1346,47.7792,52.8362,,78.2723,113.8711,38.740792,-87.484923
454,IN,Knox,2017,79.5508,67.0832,52.7723,3.7289,4.5567,4.2097,3.2429,30.5987,43.4658,53.6,,74.009,109.8581,38.740792,-87.484923
455,IN,Knox,2018,62.7556,54.3728,38.1785,3.1669,4.2433,3.7026,2.9507,21.6137,36.2088,36.9891,,51.4054,90.0061,38.740792,-87.484923
456,IN,Wabash,2000,219.9417,157.0629,20.586,5.2873,5.9391,5.959,,35.6066,122.5573,331.1574,39.6708,354.9068,277.6709,40.816038,-85.661407
457,IN,Wabash,2001,229.085,160.8765,20.1296,4.9492,5.8969,5.0016,,18.4948,115.73,303.6329,41.1668,315.9687,274.7659,40.816038,-85.661407
458,IN,Wabash,2002,240.3665,148.5358,22.6735,5.434,4.4263,5.1757,,47.741,129.2684,259.0145,4.8075,290.8575,275.7489,40.816038,-85.661407
459,IN,Wabash,2003,204.8057,129.4914,18.9474,4.7618,5.3968,4.0847,1.3322,45.7354,118.4624,256.5833,,287.0891,246.0704,40.816038,-85.661407
460,IN,Wabash,2004,160.7177,92.9564,15.029,3.906,4.2802,3.1508,3.074,40.8317,85.0188,191.2639,,218.4983,176.6242,40.816038,-85.661407
461,IN,Wabash,2005,180.4099,60.9383,15.6717,3.7769,2.128,3.2458,1.8999,38.1964,86.5395,168.7008,,194.1777,146.1013,40.816038,-85.661407
462,IN,Wabash,2006,175.8163,101.1378,17.8271,4.2126,3.2599,3.7508,3.1887,43.7498,82.199,178.5067,,207.6874,182.0305,40.816038,-85.661407
463,IN,Wabash,2007,192.9269,123.2557,20.9835,5.0616,5.4325,4.1827,5.1252,63.4769,99.3776,204.7144,,242.6654,220.5042,40.816038,-85.661407
464,IN,Wabash,2008,144.4859,108.3626,16.4776,4.2814,4.5806,3.7502,4.1466,44.8457,68.9361,152.1171,,182.0286,176.2025,40.816038,-85.661407
465,IN,Wabash,2009,132.9447,112.3168,15.675,3.9697,3.9621,4.6006,3.9861,38.8904,61.1166,114.5188,,140.4586,172.4614,40.816038,-85.661407
466,IN,Wabash,2010,137.3612,145.4164,20.488,4.8056,4.7708,5.087,4.9233,40.4761,63.3858,126.634,,153.6318,207.795,40.816038,-85.661407
467,IN,Wabash,2011,139.7687,101.1954,17.4444,4.1955,4.6104,3.901,4.1709,44.2164,68.6694,96.0202,,125.5124,168.7732,40.816038,-85.661407
468,IN,Wabash,2012,121.5862,116.4615,21.0142,4.614,4.0071,4.124,4.0057,41.592,67.7404,80.744,,108.4858,183.1242,40.816038,-85.661407
469,IN,Wabash,2013,117.0237,102.4456,19.893,4.3777,4.4746,4.0822,4.1885,43.7595,54.703,63.1968,,92.384,156.2787,40.816038,-85.661407
470,IN,Wabash,2014,111.3775,115.8014,17.0907,3.944,5.0267,4.1025,4.2409,36.4028,50.606,70.9077,,95.1886,165.6022,40.816038,-85.661407
471,IN,Wabash,2015,77.6541,87.751,14.5788,3.2511,4.7233,3.1291,4.4345,31.4308,44.9051,45.7756,,66.7398,131.9418,40.816038,-85.661407
472,IN,Wabash,2016,70.8863,83.3248,17.4667,3.7763,3.5683,3.7088,3.5651,25.3797,52.9781,33.9076,,50.836,135.4607,40.816038,-85.661407
473,IN,Wabash,2017,65.1944,78.4137,18.8258,4.0713,4.1083,4.103,3.9057,19.4397,45.0435,32.2023,,45.168,122.7411,40.816038,-85.661407
474,IN,Wabash,2018,50.8907,60.9315,13.1098,3.0441,3.5673,3.5264,3.4348,13.2984,37.136,19.5229,,28.393,97.4775,40.816038,-85.661407
475,KS,Brown,2014,67.2927,62.851,69.3061,2.3901,3.2257,3.5698,2.0851,9.9776,22.0018,20.5122,,27.1672,84.503,39.8539,-95.6578
476,KS,Brown,2015,67.3901,67.0267,74.7705,2.7582,3.3853,4.2628,2.2811,13.403,27.769,24.0141,,32.9534,94.3542,39.8539,-95.6578
477,KS,Brown,2016,54.6837,61.3015,81.4225,2.3933,3.0316,3.4934,2.4883,9.68,24.1028,19.5111,,25.9672,85.0206,39.8539,-95.6578
478,KS,Brown,2017,58.4364,64.1903,98.503,2.5708,3.091,4.0085,2.1842,8.541,23.2667,20.2898,,25.9866,87.0877,39.8539,-95.6578
479,KS,Brown,2018,42.8601,51.0097,62.9069,2.0525,2.9436,3.3126,1.8434,5.91,24.8446,12.9356,,16.8777,75.4604,39.8539,-95.6578
480,KS,Riley,2002,119.7541,74.8772,53.6742,2.4925,3.5264,3.2357,,11.7302,56.0632,45.6494,,53.4733,130.0489,39.10216,-96.609583
481,KS,Riley,2003,95.8083,101.7734,47.176,1.9339,2.6013,2.9799,0.6394,12.5175,46.5113,55.473,,63.8221,147.5451,39.10216,-96.609583
482,KS,Riley,2004,115.6867,107.7124,59.1166,2.5883,4.9109,3.6187,2.2885,17.1277,49.5326,71.1613,,82.5851,156.4576,39.10216,-96.609583
483,KS,Riley,2005,148.1844,104.6777,62.9195,2.6995,3.9795,4.196,1.8222,16.9099,60.3002,71.1477,,82.4269,164.0188,39.10216,-96.609583
484,KS,Riley,2006,108.2517,86.2591,84.0348,3.0103,4.0295,4.5603,1.7724,13.2214,55.1181,55.5399,,64.3588,140.5007,39.10216,-96.609583
485,KS,Riley,2007,122.6745,106.6938,65.9897,2.8243,5.2613,4.3671,2.7077,20.7933,44.8009,44.2753,,58.1448,150.7818,39.10216,-96.609583
486,KS,Riley,2008,111.0709,90.3216,65.7994,2.835,6.0735,3.9504,3.9086,15.0499,40.2876,45.3545,,55.3926,129.9682,39.10216,-96.609583
487,KS,Riley,2009,100.6921,83.5166,69.3279,2.8005,4.4647,4.5509,2.6129,12.0101,38.6822,37.1603,,45.1709,121.5837,39.10216,-96.609583
488,KS,Riley,2010,95.2702,101.2213,74.6455,2.74,4.5595,4.5758,2.2772,10.0201,35.055,32.0286,,38.7124,135.7191,39.10216,-96.609583
489,KS,Riley,2011,82.2425,76.0559,65.3057,2.5387,5.4031,4.1651,2.5696,10.2312,38.0994,26.4862,,33.3109,113.5492,39.10216,-96.609583
490,KS,Riley,2012,76.7155,59.2501,89.3186,2.968,4.775,4.0478,1.6848,8.7764,38.5464,23.0863,,28.9402,97.1838,39.10216,-96.609583
491,KS,Riley,2013,84.6168,82.25,71.2666,2.8542,5.0885,3.621,3.3794,11.6241,32.6694,23.7229,,31.4767,114.3994,39.10216,-96.609583
492,KS,Riley,2014,78.2512,79.144,80.0614,2.8489,5.3573,4.3759,3.0452,8.9024,32.2759,24.2351,,30.1735,110.9067,39.10216,-96.609583
493,KS,Riley,2015,68.7843,60.8609,76.1954,2.6405,4.242,3.9313,2.1734,9.1385,32.4132,21.2058,,27.3006,92.7587,39.10216,-96.609583
494,KS,Riley,2016,58.8415,53.7941,78.7617,2.5285,4.335,4.0474,1.9652,8.9743,30.3479,19.1851,,25.1708,83.6593,39.10216,-96.609583
495,KS,Riley,2017,63.1326,60.4207,87.5899,2.7068,3.7289,4.5476,2.0156,7.814,31.6269,21.3404,,26.5523,91.5449,39.10216,-96.609583
496,KS,Riley,2018,49.3783,53.9743,66.2957,2.2676,3.8912,3.6025,2.1521,4.9431,28.2821,12.879,,16.1764,81.8065,39.10216,-96.609583
497,KY,Edmonson,2002,122.0715,30.3918,5.5485,0.8216,1.7203,1.7518,,26.1312,47.6836,117.6983,,135.1277,77.3173,37.131794,-86.142953
498,KY,Edmonson,2003,232.9531,53.9737,12.5619,1.9798,3.9615,3.8896,0.8417,49.7922,103.4129,261.5552,,294.7675,155.7418,37.131794,-86.142953
499,KY,Edmonson,2004,210.8901,50.1816,10.9611,1.8764,5.1143,3.5983,2.0417,52.234,92.2514,235.0956,,269.9358,140.9661,37.131794,-86.142953
500,KY,Edmonson,2005,269.4476,51.5072,14.0716,1.8796,3.2347,3.6156,1.8091,52.8686,100.3678,276.6828,,311.9463,150.2789,37.131794,-86.142953
501,KY,Edmonson,2006,226.1164,49.222,12.8853,2.0536,4.9522,4.1462,1.9873,48.514,88.8994,234.4512,,266.8104,136.7083,37.131794,-86.142953
502,KY,Edmonson,2007,241.0304,59.9159,16.7839,2.5418,6.2661,4.0864,2.1811,61.8072,91.1751,206.2139,,247.4394,149.6414,37.131794,-86.142953
503,KY,Edmonson,2008,204.7441,54.0542,13.364,2.0467,5.1626,3.8275,2.1691,47.5919,81.1784,166.3876,,198.1315,133.9417,37.131794,-86.142953
504,KY,Edmonson,2009,163.7977,49.9406,10.9749,1.6768,4.2995,4.844,2.1962,37.5717,56.6263,107.154,,132.2145,105.6666,37.131794,-86.142953
505,KY,Edmonson,2010,157.9614,62.8983,14.2608,2.0964,4.7566,4.6491,2.2002,35.7626,63.3485,135.5235,,159.3772,125.2398,37.131794,-86.142953
506,KY,Edmonson,2011,150.0028,52.3551,12.168,1.9654,6.0399,4.0578,2.8191,43.9921,62.3868,92.7599,,122.1023,113.7499,37.131794,-86.142953
507,KY,Edmonson,2012,128.2923,46.6521,14.6826,2.1657,4.8838,4.0992,2.4178,39.1788,60.8519,74.2755,,100.4081,106.5358,37.131794,-86.142953
508,KY,Edmonson,2013,117.7292,48.4222,10.5778,1.6067,4.5713,3.4628,2.1153,38.2826,47.6448,63.0492,,88.5839,95.3099,37.131794,-86.142953
509,KY,Edmonson,2014,125.4802,52.9053,15.3683,2.0084,4.9951,3.673,2.1687,36.3132,51.7678,75.7045,,99.9261,103.8499,37.131794,-86.142953
510,KY,Edmonson,2015,92.8332,43.1672,12.8084,1.9571,5.6132,3.5726,2.8643,30.2826,47.821,45.7842,,65.983,90.2282,37.131794,-86.142953
511,KY,Edmonson,2016,72.878,35.9337,11.2296,1.5683,3.7975,3.5809,1.9066,20.6308,42.3181,27.2885,,41.0493,77.5793,37.131794,-86.142953
512,KY,Edmonson,2017,71.3515,40.4376,13.4885,1.9611,4.9444,3.7523,2.549,16.3278,43.968,28.2507,,39.1414,83.707,37.131794,-86.142953
513,KY,Edmonson,2018,54.7422,30.8763,9.8249,1.6121,4.119,3.3114,1.6991,11.9376,34.5548,15.2355,,23.1977,64.8816,37.131794,-86.142953
514,KY,Morgan,2000,257.7943,32.5486,12.6685,1.8408,5.2957,3.5206,,31.5039,142.7507,398.5142,43.395,419.5273,173.0298,37.92146,-83.066295
515,KY,Morgan,2001,264.9379,34.6851,13.9122,2.0914,5.5038,3.5667,,18.4872,130.8938,355.765,39.8313,368.096,163.498,37.92146,-83.066295
516,KY,Morgan,2002,253.6089,21.5335,12.1269,1.7004,4.1998,3.2909,,51.5991,126.8655,297.1687,4.1524,331.5855,146.3818,37.92146,-83.066295
517,KY,Morgan,2003,182.0594,21.0464,9.5309,1.5186,3.0271,2.7096,0.5397,40.2304,101.0723,269.4833,,296.3167,120.5115,37.92146,-83.066295
518,KY,Morgan,2004,243.7728,23.9268,10.1393,1.7353,4.778,3.1954,1.8224,54.7086,106.1906,317.4993,,353.9899,128.4287,37.92146,-83.066295
519,KY,Morgan,2005,282.956,19.7867,12.3925,1.7596,2.9817,3.0781,1.6723,53.4655,108.5104,338.155,,373.8161,126.5725,37.92146,-83.066295
520,KY,Morgan,2006,223.915,20.8529,11.6978,1.849,3.4434,3.1535,1.7242,48.6792,96.6489,277.5568,,310.0263,115.9656,37.92146,-83.066295
521,KY,Morgan,2007,163.4966,24.4408,11.2667,1.8683,4.9295,2.5798,1.7933,54.0079,84.9706,234.2527,,270.276,108.0603,37.92146,-83.066295
522,KY,Morgan,2008,181.4659,24.05,11.6941,1.849,4.1703,3.1466,1.787,45.3643,80.7756,192.4632,,222.7213,103.5409,37.92146,-83.066295
523,KY,Morgan,2009,157.7913,21.4324,10.5049,1.6027,4.2604,3.7007,1.6161,36.285,63.0639,143.0174,,167.219,83.4937,37.92146,-83.066295
524,KY,Morgan,2010,126.1823,17.3233,9.6058,1.4736,2.7533,3.0413,1.3826,31.1181,62.5156,142.9825,,163.738,78.845,37.92146,-83.066295
525,KY,Morgan,2011,142.81,21.8129,9.3697,1.587,4.2736,3.1373,2.4497,40.4742,59.3712,106.5168,,133.5129,80.2402,37.92146,-83.066295
526,KY,Morgan,2012,111.1658,20.1,10.7862,1.6814,3.4562,2.7801,1.9847,31.2832,54.8705,60.9766,,81.8425,74.0984,37.92146,-83.066295
527,KY,Morgan,2013,118.8516,21.9778,9.1105,1.5092,4.0348,2.9085,1.9113,34.1216,52.8673,53.7298,,76.489,74.0045,37.92146,-83.066295
528,KY,Morgan,2014,109.8664,22.378,9.9096,1.5124,3.6658,2.7783,1.9087,30.9947,50.13,72.2611,,92.9337,71.7107,37.92146,-83.066295
529,KY,Morgan,2015,84.2245,19.7499,9.0365,1.5432,4.123,2.6498,2.0233,26.8746,45.6859,16.2451,,24.9992,64.7096,37.92146,-83.066295
530,KY,Morgan,2016,67.9296,20.2999,8.8667,1.3787,3.5363,2.6055,2.0733,18.1677,42.1817,27.6049,,39.7225,61.8111,37.92146,-83.066295
